userId,movieId,rating,interaction
106,80463,2.5,0
106,58293,1.5,0
106,2384,2.5,0
107,34,4.0,1
107,2836,1.0,0
107,1747,2.0,0
107,1703,1.0,0
107,2335,1.0,0
111,32,4.5,1
111,60684,2.0,0
111,5254,2.5,0
111,316,2.0,0
111,3703,2.0,0
115,10,5.0,1
115,780,2.0,0
115,380,2.0,0
115,1991,1.0,0
115,1556,1.0,0
116,44,3.0,1
116,3564,1.0,0
116,1721,1.0,0
116,3593,1.0,0
116,3743,2.0,0
117,29,5.0,1
117,292,2.0,0
117,2193,2.0,0
117,3835,1.0,0
117,4367,1.0,0
120,25,4.5,1
120,4025,2.5,0
120,4018,2.0,0
120,7983,2.5,0
120,6807,2.0,0
123,1,3.0,1
123,3167,2.0,0
123,565,2.0,0
123,733,2.0,0
123,3676,1.0,0
125,29,4.5,1
125,2054,2.5,0
125,277,1.0,0
125,410,2.0,0
125,432,2.5,0
127,6,5.0,1
127,231,1.0,0
127,273,2.0,0
127,305,1.0,0
127,315,2.0,0
129,1,5.0,1
129,2747,1.0,0
129,4361,1.0,0
129,3839,2.0,0
129,3947,1.0,0
131,1,4.0,1
131,648,1.0,0
131,79,2.0,0
131,467,1.0,0
131,112,2.0,0
132,1,3.0,1
132,1599,1.0,0
132,2278,2.0,0
132,3699,2.0,0
132,45,2.0,0
133,6,4.5,1
133,231,2.5,0
133,2944,2.5,0
133,1347,1.5,0
133,4487,1.0,0
135,251,3.0,1
135,828,2.0,0
135,4950,2.0,0
135,3448,2.0,0
135,3997,2.0,0
136,3752,4.0,1
136,30793,2.0,0
136,4306,2.5,0
136,7143,2.0,0
136,5266,2.0,0
137,175,4.0,1
137,2335,2.0,0
137,20,2.0,0
137,2253,2.0,0
137,1589,0.5,0
139,480,4.0,1
139,549,1.0,0
139,110,2.0,0
139,4958,2.0,0
139,1265,2.0,0
140,362,3.5,1
140,44022,2.0,0
140,41569,1.5,0
140,4226,1.0,0
140,1907,2.5,0
141,318,4.0,1
141,112552,1.5,0
141,44191,2.0,0
141,81845,2.5,0
141,3623,2.0,0
142,25,3.0,1
142,719,1.0,0
142,47,1.0,0
142,474,2.0,0
142,555,2.0,0
144,193,3.5,1
144,2840,2.5,0
144,2471,0.5,0
144,2605,2.5,0
144,1982,2.5,0
148,260,4.0,1
148,4246,1.5,0
148,33794,2.5,0
148,91529,1.5,0
148,1291,2.5,0
150,1,4.0,1
150,1183,1.0,0
150,1772,2.0,0
150,1836,2.0,0
150,1389,2.0,0
151,3,3.0,1
151,5501,0.5,0
151,2541,2.5,0
151,6934,2.5,0
151,1974,2.0,0
153,1,4.0,1
153,158,1.5,0
153,3919,2.0,0
153,4366,2.5,0
153,1644,2.0,0
155,32,4.5,1
155,3256,1.5,0
155,1680,2.0,0
155,4643,1.5,0
155,2539,2.0,0
157,14,3.0,1
157,32,1.0,0
157,595,1.0,0
157,367,1.0,0
157,165,1.0,0
158,1,5.0,1
158,2518,2.0,0
158,4679,2.0,0
158,4388,2.0,0
158,3238,1.0,0
160,25,5.0,1
160,3893,2.0,0
160,3160,2.0,0
160,2125,2.0,0
160,338,2.0,0
161,50,3.5,1
161,3552,2.0,0
161,48,1.0,0
161,520,2.0,0
161,2699,2.0,0
164,1,3.0,1
164,33794,2.5,0
164,3564,2.0,0
164,4941,2.0,0
164,3793,2.5,0
166,1,5.0,1
166,6548,0.5,0
166,4069,2.0,0
166,79132,2.0,0
166,55363,2.0,0
167,50,5.0,1
167,147,2.5,0
167,4161,2.0,0
167,1892,2.0,0
167,3083,2.5,0
170,50,3.5,1
170,922,2.0,0
170,2423,1.0,0
170,2712,1.5,0
170,2953,2.0,0
173,260,3.5,1
173,4447,2.5,0
173,48385,1.0,0
173,6373,2.5,0
173,6863,2.0,0
174,36,4.0,1
174,2929,2.0,0
174,1810,2.0,0
174,628,2.0,0
174,2987,1.0,0
176,13,3.0,1
176,122,2.0,0
176,274,2.0,0
176,432,2.0,0
176,368,2.0,0
178,1,4.0,1
178,296,2.5,0
178,2396,2.0,0
178,79702,2.5,0
178,111,2.5,0
179,1,4.0,1
179,852,1.0,0
179,648,1.0,0
179,62,2.0,0
179,762,1.0,0
181,1,3.0,1
181,3397,2.0,0
181,2701,2.0,0
181,1762,2.0,0
181,3054,2.0,0
182,20,3.0,1
182,1953,2.0,0
182,542,2.5,0
182,1722,2.0,0
182,1078,2.5,0
185,21,3.0,1
185,293,2.0,0
185,153,1.0,0
185,457,2.0,0
185,50,2.0,0
186,215,4.0,1
186,711,2.0,0
186,3646,1.5,0
186,4993,2.5,0
186,2701,2.0,0
187,111,3.5,1
187,1968,2.5,0
187,44,1.5,0
187,88140,1.0,0
187,1405,0.5,0
189,261,4.5,1
189,2541,2.5,0
189,3755,1.0,0
189,1953,2.5,0
189,802,2.0,0
191,1,4.0,1
191,1322,2.0,0
191,160,2.0,0
191,288,2.0,0
191,212,2.0,0
193,1,4.0,1
193,300,1.0,0
193,224,2.0,0
193,2387,1.0,0
193,1756,2.0,0
196,1,3.0,1
196,891,2.0,0
196,12,1.0,0
196,780,2.0,0
196,999,1.0,0
197,431,3.0,1
197,2193,1.0,0
197,2278,0.5,0
197,475,0.5,0
197,4571,0.5,0
198,31,3.0,1
198,39,1.0,0
198,410,1.0,0
198,300,2.0,0
198,204,2.0,0
200,17,4.0,1
200,4248,1.0,0
200,1760,2.5,0
200,60,1.0,0
200,2134,2.5,0
201,1,4.5,1
201,317,2.0,0
201,6812,2.0,0
201,2712,0.5,0
201,1127,2.5,0
204,260,4.0,1
204,1356,2.0,0
204,858,2.0,0
204,2912,2.0,0
204,2861,2.0,0
210,48,3.0,1
210,920,1.0,0
210,3404,1.0,0
210,3438,1.0,0
210,2619,2.0,0
211,70,4.0,1
211,2724,1.5,0
211,4025,2.5,0
211,31685,2.5,0
211,59022,0.5,0
212,1,3.5,1
212,3555,2.5,0
212,4571,2.5,0
212,2571,2.5,0
212,531,2.5,0
213,11,3.5,1
213,1449,2.5,0
213,1171,1.5,0
213,4975,0.5,0
213,523,1.5,0
216,2581,4.0,1
216,5524,0.5,0
216,1947,0.5,0
216,2354,0.5,0
216,3565,0.5,0
217,29,3.0,1
217,1680,1.5,0
217,1196,2.5,0
217,1884,1.5,0
217,33794,2.0,0
218,1,4.5,1
218,2,2.0,0
218,2997,2.5,0
218,2366,2.5,0
218,32,1.5,0
219,186,4.0,1
219,4995,1.5,0
219,1407,2.0,0
219,1250,2.0,0
219,6711,1.0,0
222,1,3.0,1
222,116823,0.5,0
222,6874,0.5,0
222,68157,0.5,0
222,2985,2.0,0
223,272,3.0,1
223,1378,1.5,0
223,1907,2.0,0
223,107,2.0,0
223,1019,2.5,0
229,1,3.0,1
229,2897,2.0,0
229,2139,2.0,0
229,2410,1.0,0
229,2478,2.0,0
230,1,3.5,1
230,4438,2.0,0
230,2000,2.5,0
230,8957,2.0,0
230,466,0.5,0
231,10,3.0,1
231,8529,2.5,0
231,64511,2.0,0
231,90522,2.5,0
231,93363,2.5,0
232,123,3.0,1
232,895,2.0,0
232,3468,2.0,0
232,2072,2.0,0
232,785,2.0,0
233,1022,3.0,1
233,2018,2.5,0
233,6303,1.5,0
233,968,2.5,0
233,71464,0.5,0
234,1,4.0,1
234,59615,0.5,0
234,27611,2.5,0
234,100383,2.5,0
234,3646,0.5,0
235,1,3.0,1
235,377,2.0,0
235,3953,2.0,0
235,2054,2.0,0
235,5508,2.5,0
236,1,5.0,1
236,748,1.0,0
236,3978,2.0,0
236,2023,2.0,0
236,2130,2.0,0
240,151,3.5,1
240,368,2.5,0
240,432,2.0,0
240,1183,1.0,0
240,442,2.0,0
242,356,4.0,1
242,91104,1.5,0
242,99912,2.0,0
242,105620,2.5,0
242,92422,1.5,0
249,50,4.0,1
249,73854,2.5,0
249,63992,2.0,0
249,527,2.5,0
249,3146,2.5,0
250,1,4.0,1
250,2249,2.0,0
250,2798,2.0,0
250,4571,2.0,0
250,2478,2.0,0
251,1,3.0,1
251,485,2.5,0
251,2431,2.5,0
251,4085,2.5,0
251,482,2.0,0
252,1,4.0,1
252,1562,2.5,0
252,3755,2.5,0
252,3623,2.0,0
252,5378,1.5,0
253,32,5.0,1
253,4310,2.0,0
253,4031,1.0,0
253,568,1.0,0
253,2672,2.0,0
255,1,3.0,1
255,1036,2.5,0
255,7054,2.0,0
255,1380,1.0,0
255,1777,2.5,0
256,104,3.0,1
256,1347,1.0,0
256,2791,2.0,0
256,4489,1.0,0
256,4085,2.0,0
259,903,3.0,1
259,4963,1.0,0
259,3481,0.5,0
259,2395,1.0,0
259,1250,2.5,0
261,1,4.0,1
261,1233,2.0,0
261,852,1.0,0
261,1426,1.0,0
261,376,2.0,0
263,2324,5.0,1
263,2394,1.0,0
263,2294,2.0,0
263,2424,2.0,0
263,2321,1.0,0
264,58,4.0,1
264,1917,0.5,0
264,2797,2.0,0
264,2174,0.5,0
264,1641,2.5,0
265,232,3.5,1
265,2858,2.0,0
265,2572,2.0,0
265,3083,2.5,0
265,4306,2.5,0
266,44,3.0,1
266,2763,1.5,0
266,1876,2.0,0
266,543,2.5,0
266,370,2.5,0
267,2,4.0,1
267,33794,0.5,0
267,88140,2.5,0
267,3793,2.5,0
267,592,0.5,0
269,36,3.5,1
269,780,2.5,0
269,1036,2.5,0
269,3527,2.5,0
269,1721,2.5,0
271,1,4.0,1
271,1909,2.0,0
271,1801,2.0,0
271,15,1.0,0
271,1497,2.0,0
272,531,3.5,1
272,1022,0.5,0
272,6365,2.0,0
272,4886,1.0,0
272,60,2.5,0
275,29,4.5,1
275,910,2.5,0
275,2013,2.5,0
275,2890,2.5,0
275,3175,1.0,0
277,1,4.0,1
277,1345,1.0,0
277,1644,1.0,0
277,2338,1.0,0
277,2713,1.0,0
279,1,3.0,1
279,480,1.0,0
279,2686,2.0,0
279,2699,2.0,0
279,1354,2.0,0
280,1,5.0,1
280,3996,1.0,0
280,4686,1.0,0
280,4069,2.0,0
280,4367,1.0,0
289,293,4.5,1
289,3210,2.0,0
289,303,1.0,0
289,2616,2.5,0
289,3826,1.0,0
290,31,3.5,1
290,2100,1.0,0
290,1409,1.5,0
290,3101,1.5,0
290,3755,2.5,0
294,1,4.0,1
294,8914,1.0,0
294,1235,2.5,0
294,4878,1.0,0
294,799,2.5,0
295,31,3.5,1
295,256,2.0,0
295,4025,2.5,0
295,2193,2.5,0
295,2335,1.0,0
296,5,3.5,1
296,3285,2.5,0
296,45,2.5,0
296,2657,2.5,0
296,288,2.5,0
297,800,1.5,0
297,170,1.5,0
297,2140,0.5,0
297,1103,2.0,0
299,318,3.5,1
299,1198,2.5,0
299,88140,2.5,0
299,91542,2.0,0
299,86332,2.5,0
303,47,3.5,1
303,7090,2.5,0
303,2011,2.0,0
303,1580,1.5,0
303,2054,1.5,0
306,2,4.0,1
306,208,1.0,0
306,293,2.0,0
306,688,2.0,0
306,315,2.0,0
307,362,3.5,1
307,1831,1.0,0
307,2746,2.5,0
307,3247,2.5,0
307,2641,2.5,0
308,1,4.0,1
308,2378,2.0,0
308,3593,1.0,0
308,305,1.0,0
308,718,2.0,0
310,308,3.0,1
310,1256,2.5,0
310,1441,1.0,0
310,2616,0.5,0
310,383,0.5,0
312,16,4.5,1
312,736,1.0,0
312,368,2.0,0
312,5254,1.0,0
312,4896,0.5,0
313,47,4.0,1
313,80586,2.5,0
313,122882,2.0,0
313,119145,2.5,0
313,95873,1.5,0
314,32,4.0,1
314,63072,0.5,0
314,466,2.5,0
314,68157,1.5,0
314,7361,2.0,0
316,141,3.5,1
316,2088,2.5,0
316,4027,1.0,0
316,2478,2.5,0
316,2407,2.5,0
319,32,4.0,1
319,912,1.0,0
319,1304,2.0,0
319,1339,2.0,0
319,1088,1.0,0
321,1,3.5,1
321,362,2.5,0
321,344,2.5,0
321,317,2.5,0
321,158,2.5,0
323,1,4.0,1
323,2291,2.5,0
323,2469,1.5,0
323,2083,2.5,0
323,2571,2.0,0
324,32,4.5,1
324,1917,2.0,0
324,3698,2.0,0
324,2840,2.0,0
324,1479,2.0,0
330,1,4.0,1
330,595,2.0,0
330,39446,2.0,0
330,45499,2.0,0
330,3033,2.5,0
331,29,4.0,1
331,1288,1.0,0
331,96832,2.5,0
331,53996,2.5,0
331,1377,2.5,0
332,1,4.5,1
332,1035,2.5,0
332,56251,2.5,0
332,2671,2.5,0
332,7150,2.5,0
336,65,4.0,1
336,2719,2.5,0
336,519,1.5,0
336,3555,2.5,0
336,1589,2.5,0
340,1,3.5,1
340,1089,2.5,0
340,3285,2.5,0
340,1219,2.5,0
340,3863,2.0,0
342,1,4.0,1
342,647,2.5,0
342,585,1.0,0
342,1729,2.0,0
342,316,2.5,0
346,1,4.0,1
346,2730,2.0,0
346,2724,2.0,0
346,217,2.0,0
346,2231,2.0,0
348,2,3.0,1
348,4025,2.5,0
348,33164,0.5,0
348,2412,2.0,0
348,26567,2.0,0
349,356,5.0,1
349,5952,2.5,0
349,46976,2.5,0
349,3704,2.0,0
349,7153,2.5,0
350,10,3.0,1
350,150,2.0,0
350,329,2.0,0
350,434,2.0,0
350,185,2.0,0
352,1,5.0,1
352,2273,1.0,0
352,108190,2.5,0
352,1391,1.5,0
352,3175,1.0,0
353,2,3.0,1
353,4246,2.5,0
353,1484,2.5,0
353,5507,0.5,0
353,1179,2.0,0
354,1,4.0,1
354,653,1.0,0
354,673,2.0,0
354,4022,2.0,0
354,60,2.0,0
355,135,3.5,1
355,3555,1.5,0
355,3252,1.0,0
355,2501,0.5,0
355,2707,1.0,0
356,16,4.0,1
356,173,1.5,0
356,2012,2.5,0
356,2791,2.0,0
356,432,0.5,0
358,3,3.5,1
358,78209,1.0,0
358,6958,2.5,0
358,31422,2.0,0
358,63393,0.5,0
359,1,5.0,1
359,2379,2.0,0
359,2915,2.0,0
359,2382,1.0,0
359,2642,2.0,0
362,1,3.0,1
362,1373,2.0,0
362,661,2.0,0
362,2715,2.0,0
362,509,2.0,0
363,260,5.0,1
363,64957,2.5,0
363,63992,2.0,0
363,69757,2.0,0
363,135141,2.5,0
365,29,4.0,1
365,2553,2.0,0
365,3986,2.0,0
365,1282,2.0,0
365,3615,2.0,0
366,1,4.0,1
366,25,2.0,0
366,784,2.0,0
366,637,2.0,0
366,135,2.0,0
367,318,4.5,1
367,2722,1.0,0
367,1586,2.0,0
367,2641,2.0,0
367,1249,2.5,0
368,1,3.0,1
368,7324,2.5,0
368,3979,1.0,0
368,4639,2.5,0
368,4069,1.5,0
369,413,4.0,1
369,1556,0.5,0
369,44,2.0,0
369,3107,2.5,0
369,637,2.0,0
370,32,3.0,1
370,637,1.0,0
370,707,2.0,0
370,25,2.0,0
370,5,2.0,0
374,1663,4.5,1
374,1947,0.5,0
374,2288,2.5,0
374,524,0.5,0
374,2723,1.0,0
376,6,4.5,1
376,5945,2.5,0
376,852,2.0,0
376,56145,2.0,0
376,2407,2.5,0
378,196,3.0,1
378,520,2.5,0
378,2699,1.0,0
378,2353,2.5,0
378,370,2.0,0
384,6,3.0,1
384,3705,2.0,0
384,3262,2.0,0
384,1644,2.0,0
384,160,2.0,0
386,356,5.0,1
386,3273,2.0,0
386,2793,2.0,0
386,2490,2.0,0
386,968,2.0,0
387,318,3.5,1
387,594,0.5,0
387,1580,1.5,0
387,6377,1.0,0
387,2710,0.5,0
388,47,4.0,1
388,69122,2.5,0
388,87485,2.0,0
388,70286,2.5,0
388,3825,2.5,0
389,21,5.0,1
389,4023,2.0,0
389,648,1.0,0
389,2498,2.0,0
389,3623,2.0,0
390,1,4.0,1
390,2188,2.5,0
390,5462,2.0,0
390,4980,2.0,0
390,66639,1.5,0
391,1,4.0,1
391,1500,2.0,0
391,1641,2.0,0
391,3751,2.0,0
391,2908,2.0,0
392,1,3.5,1
392,6378,2.0,0
392,5299,2.5,0
392,529,2.0,0
392,5378,0.5,0
398,16,3.0,1
398,420,1.0,0
398,1882,2.0,0
398,2143,2.0,0
398,6909,2.0,0
400,1,3.0,1
400,653,1.0,0
400,592,2.0,0
400,231,1.0,0
400,551,1.0,0
403,1,4.0,1
403,94864,1.0,0
403,120466,1.0,0
403,2571,2.5,0
403,480,2.5,0
404,17,4.0,1
404,3438,1.5,0
404,435,2.0,0
404,1374,2.5,0
404,2683,2.0,0
408,36,5.0,1
408,266,2.5,0
408,1610,1.5,0
408,8464,2.0,0
408,442,1.5,0
409,546,3.0,1
409,3624,2.5,0
409,2986,2.5,0
409,2722,2.0,0
409,4643,0.5,0
410,45,4.5,1
410,5136,2.0,0
410,8373,1.5,0
410,5675,0.5,0
410,8667,2.5,0
414,150,4.0,1
414,849,2.0,0
414,2581,2.0,0
414,5377,2.5,0
414,52245,1.0,0
415,1,5.0,1
415,2600,1.0,0
415,741,2.0,0
415,3409,2.0,0
415,3928,2.0,0
417,266,4.5,1
417,3408,2.0,0
417,30793,1.5,0
417,4226,2.0,0
417,2762,2.5,0
419,22,5.0,1
419,1677,2.0,0
419,1606,2.0,0
419,1468,1.0,0
419,1739,2.0,0
421,1,5.0,1
421,1544,2.0,0
421,1676,1.0,0
421,2687,2.0,0
421,688,2.0,0
423,103,4.0,1
423,3579,2.0,0
423,3190,2.0,0
423,3515,2.0,0
423,3276,2.0,0
425,110,4.0,1
425,367,1.0,0
425,2324,0.5,0
425,2858,2.0,0
425,4235,1.5,0
426,1,4.0,1
426,2450,2.0,0
426,1527,2.0,0
426,3020,2.0,0
426,836,2.0,0
427,1,3.5,1
427,32587,2.5,0
427,5445,2.5,0
427,1378,2.5,0
427,780,2.5,0
429,1,4.0,1
429,90403,1.5,0
429,2424,2.5,0
429,76175,1.5,0
429,2805,2.0,0
430,1,3.0,1
430,17,2.0,0
430,1352,1.0,0
430,708,2.0,0
430,376,2.0,0
432,14,4.0,1
432,1405,2.0,0
432,296,2.0,0
432,515,2.0,0
432,778,2.0,0
434,18,3.0,1
434,1676,2.0,0
434,2706,2.5,0
434,2826,2.0,0
434,765,1.5,0
436,1,3.5,1
436,1635,2.5,0
436,6016,1.0,0
436,5481,2.5,0
436,7123,1.0,0
439,145,4.5,1
439,1247,1.0,0
439,1784,0.5,0
439,784,0.5,0
439,4534,2.5,0
440,356,5.0,1
440,1556,1.5,0
440,1333,1.5,0
440,2826,1.5,0
440,2581,2.0,0
445,1,5.0,1
445,3893,1.0,0
445,3646,2.0,0
445,3254,2.0,0
445,3755,2.0,0
448,597,4.0,1
448,1329,2.0,0
448,4718,2.0,0
448,4878,2.0,0
448,1210,2.0,0
450,29,3.5,1
450,2672,2.5,0
450,8665,2.5,0
450,2959,2.5,0
450,2011,2.0,0
451,1,4.0,1
451,923,2.0,0
451,3235,2.0,0
451,3957,2.0,0
451,2853,1.0,0
452,105,5.0,1
452,2683,2.0,0
452,2412,2.0,0
452,3893,2.0,0
452,3948,2.0,0
456,7,4.0,1
456,2054,2.0,0
456,1917,2.0,0
456,2683,1.0,0
456,2710,0.5,0
457,1,4.0,1
457,1359,2.5,0
457,2628,2.5,0
457,1588,2.5,0
457,64114,2.0,0
458,3948,3.5,1
458,3793,2.5,0
458,8644,2.5,0
458,7361,0.5,0
458,32587,2.5,0
459,1,3.0,1
459,2762,2.0,0
459,58559,1.5,0
459,60069,2.5,0
459,91529,1.5,0
460,14,3.0,1
460,3363,2.0,0
460,1378,0.5,0
460,671,2.0,0
460,33166,2.0,0
461,47,3.5,1
461,4027,2.5,0
461,5128,2.0,0
461,3799,2.0,0
461,919,2.5,0
463,11,3.0,1
463,1719,1.0,0
463,2276,2.0,0
463,2944,2.0,0
463,508,1.0,0
465,6,3.5,1
465,3605,1.0,0
465,8526,2.5,0
465,2857,0.5,0
465,2379,2.0,0
466,164,4.0,1
466,1984,1.0,0
466,3404,2.0,0
466,707,2.0,0
466,1783,2.0,0
468,1,4.5,1
468,784,2.0,0
468,2728,2.0,0
468,4621,2.0,0
468,51255,1.5,0
469,1,5.0,1
469,1585,2.0,0
469,4155,1.0,0
469,1191,2.0,0
469,2148,2.0,0
470,260,5.0,1
470,122886,0.5,0
470,122882,0.5,0
470,127098,0.5,0
470,2571,0.5,0
471,1,4.0,1
471,1748,2.5,0
471,3864,2.5,0
471,2722,2.5,0
471,3981,2.5,0
474,1,4.0,1
474,376,2.0,0
474,1028,2.0,0
474,3104,2.0,0
474,1676,2.0,0
476,168,3.0,1
476,2395,2.5,0
476,1372,1.0,0
476,5418,2.0,0
476,543,1.0,0
478,163,5.0,1
478,2,2.5,0
478,374,2.5,0
478,788,2.5,0
478,1556,1.5,0
480,1,4.0,1
480,1831,1.0,0
480,2707,2.5,0
480,2105,2.5,0
480,1680,2.0,0
481,25,5.0,1
481,150,1.0,0
481,590,1.0,0
481,331,2.0,0
481,380,1.0,0
482,1,3.0,1
482,188,1.5,0
482,4728,1.5,0
482,6440,2.5,0
482,4018,2.5,0
483,1,3.5,1
483,5299,1.0,0
483,3892,2.5,0
483,446,2.5,0
483,4132,1.5,0
488,32,5.0,1
488,3005,2.0,0
488,1374,2.0,0
488,349,2.0,0
488,2881,1.0,0
490,44,3.0,1
490,4979,2.0,0
490,150,2.5,0
490,4369,1.0,0
490,4388,1.0,0
491,1,3.0,1
491,480,2.0,0
491,153,2.5,0
491,3512,1.5,0
491,589,2.5,0
492,296,3.0,1
492,54503,2.5,0
492,110,2.5,0
492,1091,2.0,0
492,480,2.5,0
493,34,3.0,1
493,1968,2.0,0
493,2174,2.0,0
493,2580,2.0,0
493,2352,2.0,0
499,1,5.0,1
499,218,2.0,0
499,356,2.0,0
499,186,2.0,0
499,265,2.0,0
502,50,4.0,1
502,260,2.5,0
502,58559,2.5,0
502,912,2.5,0
502,750,1.5,0
503,1,4.0,1
503,56174,2.5,0
503,91500,2.5,0
503,41566,1.0,0
503,122882,2.0,0
505,5,3.5,1
505,135887,1.5,0
505,98956,2.5,0
